# Objectif from: value function and simulated trajectory, runningCost switchingCost finalCost
-189.427	-2001.65	-2001.65	0	0
# Data layout: time_steps  dim_state  dim_control  nb_mode
118 4 2 1
# Variable names: 
canopy soilMoisture nitrogen totalFertig irig Icn 
# Data layout: time  state  control  mode
0	0.0082	0.379	7.221	5.00001	10	0.5	0
1	0.00881663	0.38147	7.68376	5.50001	10	0.5	0
2	0.0092369	0.387713	8.12076	6.00001	10	0.5	0
3	0.0100432	0.387526	8.49209	6.50001	10	0.5	0
4	0.0109102	0.376115	8.85941	7.00001	10	0.5	0
5	0.0116326	0.394984	9.34603	7.50001	10	0.5	0
6	0.0119727	0.382168	9.6187	8.00001	10	0.5	0
7	0.0128865	0.379655	10.0311	8.50001	10	0.5	0
8	0.0141472	0.380938	10.4707	9.00001	10	0.5	0
9	0.0154543	0.380276	10.891	9.50001	10	0.5	0
10	0.0170886	0.380556	11.3167	10	10	0.5	0
11	0.0197562	0.379838	11.7345	10.5	6.8	0.34	0
12	0.0226111	0.377257	11.9997	10.84	0.8	0.04	0
13	0.026364	0.372613	12.0012	10.88	0.2	0.01	0
14	0.0311523	0.370836	12.006	10.89	0	0	0
15	0.0370317	0.368771	11.9996	10.89	0.2	0.01	0
16	0.0438791	0.366931	12.0021	10.9	0.2	0.01	0
17	0.0529069	0.364835	12.0021	10.91	0.2	0.01	0
18	0.0631839	0.365029	12.0006	10.92	0.2	0.01	0
19	0.0728824	0.365624	11.9996	10.93	0.2	0.01	0
20	0.0826719	0.364191	11.9984	10.94	0.2	0.01	0
21	0.0917149	0.363029	11.998	10.95	0.4	0.02	0
22	0.104454	0.361857	12.0031	10.97	0.2	0.01	0
23	0.113168	0.363154	12.0027	10.98	0.4	0.02	0
24	0.125874	0.364823	12.0075	11	0	0	0
25	0.132813	0.366236	11.9991	11	0.6	0.03	0
26	0.152366	0.364674	12.005	11.03	0.6	0.03	0
27	0.177706	0.362704	12.0031	11.06	0.8	0.04	0
28	0.208543	0.360629	12.003	11.1	1	0.05	0
29	0.243877	0.358763	12.0051	11.15	0.4	0.02	0
30	0.258793	0.357938	12.0039	11.17	1	0.05	0
31	0.293996	0.356094	12.0026	11.22	0.4	0.02	0
32	0.309924	0.35924	11.9982	11.24	0.6	0.03	0
33	0.323962	0.367335	12.0061	11.27	1.4	0.07	0
34	0.373695	0.364755	11.996	11.34	0.8	0.04	0
35	0.396437	0.392142	11.9962	11.38	6.6	0.33	0
36	0.437922	0.367622	11.9988	11.71	1.2	0.06	0
37	0.465714	0.366493	12.004	11.77	0.2	0.01	0
38	0.472718	0.381693	11.9993	11.78	2.6	0.13	0
39	0.486165	0.373559	11.9998	11.91	1.2	0.06	0
40	0.510181	0.378998	12.0073	11.97	2.6	0.13	0
41	0.543812	0.372021	11.9989	12.1	1.2	0.06	0
42	0.56736	0.371328	12	12.16	0.6	0.03	0
43	0.578109	0.400638	12.0014	12.19	9	0.45	0
44	0.608447	0.36517	11.9996	12.64	1.8	0.09	0
45	0.637328	0.363838	12.0033	12.73	2.4	0.12	0
46	0.675067	0.361859	11.9996	12.85	2.8	0.14	0
47	0.712923	0.359758	11.9979	12.99	3.2	0.16	0
48	0.748482	0.357699	12.0027	13.15	3.4	0.17	0
49	0.781114	0.35548	12.0037	13.32	3.6	0.18	0
50	0.810853	0.353002	11.9981	13.5	3.8	0.19	0
51	0.834691	0.350886	12.0051	13.69	3.8	0.19	0
52	0.855754	0.348339	11.9968	13.88	3	0.15	0
53	0.868711	0.346499	11.9943	14.03	3.8	0.19	0
54	0.882066	0.344432	11.9985	14.22	4.4	0.22	0
55	0.895128	0.341807	11.995	14.44	4.8	0.24	0
56	0.906036	0.339068	11.9939	14.68	0	0	0
57	0.912304	0.333366	11.8109	14.68	7.6	0.38	0
58	0.917753	0.334903	11.9959	15.06	4.6	0.23	0
59	0.922808	0.332511	12.0005	15.29	4.2	0.21	0
60	0.92642	0.330259	12.0022	15.5	4.2	0.21	0
61	0.929384	0.327763	11.9958	15.71	5	0.25	0
62	0.932024	0.325142	11.9992	15.96	3.6	0.18	0
63	0.933449	0.325272	12.002	16.14	3.4	0.17	0
64	0.934621	0.323197	11.9946	16.31	4.4	0.22	0
65	0.935786	0.321175	11.9999	16.53	2.8	0.14	0
66	0.936416	0.319405	11.9917	16.67	4.2	0.21	0
67	0.937166	0.317204	11.9941	16.88	3.6	0.18	0
68	0.937654	0.321344	12.0033	17.06	4	0.2	0
69	0.938137	0.319051	11.9991	17.26	1.4	0.07	0
70	0.938577	0.31324	11.8351	17.33	0	0	0
71	0.93878	0.308891	11.6938	17.33	0	0	0
72	0.939041	0.302368	11.4819	17.33	0	0	0
73	0.939249	0.295732	11.2663	17.33	0	0	0
74	0.939407	0.290127	11.058	17.33	0.6	0.03	0
75	0.939463	0.289668	10.995	17.36	1.6	0.08	0
76	0.939503	0.293981	11.0006	17.44	3	0.15	0
77	0.939581	0.292176	10.9943	17.59	3.6	0.18	0
78	0.939655	0.2904	10.9994	17.77	3.6	0.18	0
79	0.939716	0.289224	11.0045	17.95	2.4	0.12	0
80	0.939751	0.288449	11.0017	18.07	4	0.2	0
81	0.939802	0.286272	11.0008	18.27	4	0.2	0
82	0.939841	0.284211	11.0035	18.47	2.8	0.14	0
83	0.939863	0.28278	11.0058	18.61	3.6	0.18	0
84	0.939889	0.280548	10.996	18.79	4	0.2	0
85	0.939912	0.278374	10.995	18.99	2	0.1	0
86	0.93992	0.279401	10.9983	19.09	1	0.05	0
87	0.939924	0.291029	11.0036	19.14	2.8	0.14	0
88	0.939935	0.289481	11.0022	19.28	2.4	0.12	0
89	0.939943	0.292792	10.9956	19.4	3.4	0.17	0
90	0.939953	0.290928	10.9944	19.57	3.6	0.18	0
91	0.939961	0.28915	10.9994	19.75	3.6	0.18	0
92	0.938908	0.287145	10.997	19.93	1.2	0.06	0
93	0.936993	0.282744	10.8749	19.99	0	0	0
94	0.934282	0.278181	10.7264	19.99	0	0	0
95	0.931074	0.272947	10.5563	19.99	0	0	0
96	0.9273	0.268869	10.3977	19.99	2.2	0	0
97	0.923084	0.26672	10.2435	19.99	4.6	0	0
98	0.918421	0.266815	10.0973	19.99	4.8	0	0
99	0.913727	0.266791	9.94088	19.99	3	0	0
100	0.90797	0.266792	9.81785	19.99	4.2	0	0
101	0.902607	0.266656	9.67763	19.99	4.8	0	0
102	0.897649	0.266698	9.52393	19.99	3.8	0	0
103	0.891208	0.266751	9.40307	19.99	4.4	0	0
104	0.885937	0.266659	9.25838	19.99	5.2	0	0
105	0.881742	0.266732	9.09348	19.99	5.4	0	0
106	0.878005	0.266699	8.9189	19.99	5.8	0	0
107	0.874943	0.26665	8.73115	19.99	5	0	0
108	0.869927	0.266574	8.56957	19.99	3.6	0	0
109	0.861407	0.266625	8.45882	19.99	4.8	0	0
110	0.855926	0.266729	8.31453	19.99	5.8	0	0
