# Objectif from: value function and simulated trajectory, runningCost switchingCost finalCost
-166.417	-1780.34	-1780.34	0	0
# Data layout: time_steps  dim_state  dim_control  nb_mode
118 4 2 1
# Variable names: 
canopy soilMoisture nitrogen totalFertig irig Icn 
# Data layout: time  state  control  mode
90	0.939948	0.266651	7.56127	19.99	5.4	0	0
91	0.939955	0.266682	7.41095	19.99	5.6	0	0
92	0.938902	0.266683	7.25736	19.99	5.6	0	0
93	0.936953	0.26669	7.10712	19.99	4.4	0	0
94	0.934161	0.266532	6.98727	19.99	5.4	0	0
95	0.930768	0.266702	6.85208	19.99	4	0	0
96	0.926719	0.266628	6.72869	19.99	4.4	0	0
97	0.922114	0.266683	6.61082	19.99	4.4	0	0
98	0.916951	0.266581	6.5011	19.99	4.8	0	0
99	0.911561	0.266563	6.38572	19.99	3	0	0
100	0.905143	0.266572	6.29662	19.99	4.4	0	0
101	0.898829	0.266646	6.19656	19.99	4.8	0	0
102	0.89264	0.266703	6.08878	19.99	3.6	0	0
103	0.885137	0.266573	6.00563	19.99	4.6	0	0
104	0.878343	0.266704	5.90752	19.99	5	0	0
105	0.872205	0.266612	5.79779	19.99	5.4	0	0
106	0.866293	0.266625	5.68399	19.99	5.8	0	0
107	0.86078	0.266637	5.56432	19.99	5	0	0
108	0.853759	0.266624	5.46301	19.99	3.4	0	0
109	0.84404	0.266526	5.39373	19.99	4.8	0	0
110	0.836525	0.266704	5.30355	19.99	5.6	0	0
111	0.831187	0.266566	5.19376	19.99	5.8	0	0
112	0.82572	0.266552	5.08493	19.99	4.2	0	0
113	0.816652	0.266517	5.00743	19.99	4	0	0
114	0.806949	0.266624	4.93746	19.99	4.2	0	0
115	0.798061	0.266663	4.86394	19.99	3.8	0	0
116	0.788456	0.266638	4.79756	19.99	4	0	0
117	0.779727	0.26655	4.72776	19.99	0	0	0
118	0.769149	0.263187	4.67134	19.99	0	0	0
